platform,post_id,post_type,post_content,post_timestamp,likes,comments,shares,impressions,reach,engagement_rate,audience_age,audience_gender,audience_location,audience_interests,campaign_id,sentiment,influencer_id
Twitter,c7750a76-8fe6-4b62-81bc-a09408517b24,Video,Goal party attorney itself doctor carry.,06/03/2021 10:07:43,846,253,159,7872,3013,41.75,48,Male,French Guiana,onto,,Neutral,
LinkedIn,5ad6a8f1-d177-4879-a86c-9a5080f95fa7,Link,Rock other shoulder data service difference.,01/17/2023 06:32:55,488,460,10,9634,1044,91.76,52,Female,Argentina,meeting,,Positive,
LinkedIn,d4220632-4ac2-4619-ae61-52615002d743,Link,Find eye must forward.,09/20/2023 18:37:17,595,142,24,5288,2499,30.45,28,Male,Cambodia,last,664ccf84-8ecb-4bcf-8a9e-57c60c7b5a5f,,
Instagram,f44d4ef6-f943-4834-8bc6-a1cbd588c069,Link,Total most direction mean allow rich character.,12/15/2023 16:18:10,624,55,59,4045,872,84.63,44,Other,Azerbaijan,thank,,,
Twitter,2d4c5a39-5191-4686-89c6-7a9f08ea12a6,Link,Something time fish three.,01/04/2023 23:30:56,326,262,119,9918,4877,14.5,65,Female,Cayman Islands,as,,,
Twitter,74f08855-2481-4323-90c2-d885e86ec058,Video,Leave key real economic sure news for.,08/21/2023 11:54:04,881,210,87,3610,2071,56.88,21,Male,Tokelau,improve,,Positive,
LinkedIn,b710de5a-b10e-4851-8bea-a37ed31d3d07,Image,Increase information game up.,03/14/2023 08:17:47,646,40,143,3204,4290,19.32,50,Male,Dominica,measure,,Negative,
Twitter,baf5f64b-43bb-45c5-82ea-ad1358855ee2,Link,Maybe determine likely American price doctor hospital.,09/21/2023 04:04:35,749,377,28,5844,2877,40.11,65,Male,Korea,senior,e94b6298-72e8-4695-8c9c-e5f5b94308f8,Neutral,8808b202-6269-494a-b911-ec165dd28c0f
Twitter,9fa31519-125c-48bf-8757-fbe67eb72b36,Link,Be change prove sea example fear trade.,05/24/2023 09:26:23,553,469,54,1141,1181,91.11,34,Female,Liberia,cover,,,
Twitter,a9a4289c-9278-4759-a5ee-138a57b16ed0,Link,Simple line walk write on.,10/09/2021 12:49:25,106,117,27,4530,2256,11.08,26,Female,Namibia,dinner,,,
Facebook,7d9c63c6-4330-485d-9f27-3440fc81ba56,Video,Various you positive budget throughout second not.,06/19/2022 06:57:07,350,450,84,5495,1864,47.42,33,Other,Madagascar,occur,,,
LinkedIn,ff42fa62-4e7d-4269-be99-720325ff1fa9,Link,Commercial bed official indeed high already.,02/04/2023 10:30:21,691,449,189,2870,2841,46.78,18,Male,Switzerland,suffer,,Positive,
Facebook,5f6ad30a-8e25-4825-abc1-67eb8cad6e6d,Image,Our whose relationship pattern exactly type director not.,02/29/2024 18:07:40,208,470,91,5280,2788,27.58,25,Female,Faroe Islands,fill,,,f8042338-e132-4d98-b3b9-91f9d73136da
Facebook,8c54010b-7352-41c7-b472-38ecde9a47bd,Link,Civil rule within artist large account.,02/01/2022 13:51:19,28,59,2,9472,3421,2.6,51,Female,Poland,college,,,
Facebook,88bc9bbf-67e6-4f79-beb8-2ec3f3fdf87c,Image,Commercial history film.,12/02/2023 22:10:15,642,210,166,7952,522,195.02,48,Other,Andorra,prepare,,,
Facebook,18d69524-fa5b-44f7-af2a-a166852f4d80,Video,Card kind she sister protect where behind skin.,12/27/2022 17:02:21,521,372,139,7666,3706,27.85,44,Male,Myanmar,cover,,Negative,
Facebook,ce818392-7c4e-4888-a821-8c8ddd831859,Image,Feel less point main husband break.,08/10/2022 10:49:08,920,65,103,4913,4522,24.06,34,Male,Lebanon,hard,ac82aab6-66b1-4001-97d8-d2ae55398b07,,
Instagram,4d194e51-db31-427a-b4b1-6f25f5222c8e,Image,Effect threat everybody attorney same school open.,10/16/2023 20:15:27,337,71,98,4543,4239,11.94,23,Male,Papua New Guinea,decade,,,
Twitter,6c7f370c-7b82-4d4c-bf18-8d019ab2cfc8,Link,Two half have including door listen.,05/01/2022 01:25:47,710,137,163,2181,2266,44.57,41,Male,Papua New Guinea,power,,,
Instagram,1ec06b12-e80c-4d38-bed8-8aad44e378dd,Link,Machine production crime should account want.,04/05/2021 09:43:55,712,5,191,3584,3798,23.91,18,Other,Senegal,common,,Positive,
Facebook,9894798a-ac33-42eb-a38c-9659de5805a9,Link,Later statement writer without cup include along.,03/29/2023 02:11:47,702,82,183,5150,1801,53.69,31,Other,Palestinian Territory,later,,,
Facebook,bf40c424-2942-484e-b6e7-602d9a8d68d4,Link,Project film father energy prove today local another.,12/09/2022 06:52:49,635,227,135,3559,2238,44.55,33,Female,Afghanistan,behavior,,,
LinkedIn,04a73bff-6da0-4f06-be77-0619ae1d842d,Image,Loss set trouble tonight blood both.,08/24/2021 13:12:05,821,377,47,5870,3717,33.49,45,Male,San Marino,rise,,,19af77a5-263a-426c-a054-7c8d6b151a85
Twitter,4a6c6614-a060-4248-8e0b-9f4d737d39de,Link,Sense perhaps order itself fish remember major.,04/13/2023 06:51:08,715,475,25,10000,3612,33.64,25,Other,Ghana,control,3e907351-58fd-4c22-8d7e-237301d3f0f3,Positive,
Facebook,2455848a-f36d-41d8-85e8-2a7bca221f72,Link,Water she son place move expect think.,09/26/2023 10:47:15,677,118,196,1729,4313,22.98,50,Male,Cocos (Keeling) Islands,individual,2dc557b5-ca3f-4346-8b31-a15bad983935,Neutral,
Instagram,25e0746b-1b43-4291-b24a-ca2d30ce0134,Video,Cause threat stock day who everything summer.,01/29/2024 00:13:39,234,127,100,9652,4129,11.16,20,Other,Cook Islands,front,,Negative,
Twitter,fd9a3fd7-f281-46a0-ada8-ff566ffa0063,Image,Appear identify assume occur someone relate base control.,07/29/2022 04:35:19,98,1,151,7053,2944,8.49,37,Female,Reunion,second,,Positive,
Twitter,9952ad00-6a7c-40b9-b1a7-5584f89a3b6a,Video,South side peace father born election.,11/01/2021 23:34:05,757,64,177,9994,3959,25.21,52,Other,Greenland,laugh,,Neutral,
Facebook,6b8aee6b-5b90-44cb-999d-12c7d6592edb,Link,Charge our hope direction begin care growth several.,11/20/2022 10:12:37,105,136,20,5900,4950,5.27,19,Female,Cyprus,own,082bb00f-f5af-4dc8-9c70-10309ed18d39,Neutral,
LinkedIn,814daa87-34f9-45cf-8011-903ad1e05885,Image,Them those kid receive feel.,02/06/2023 03:09:01,978,31,124,3086,4616,24.55,59,Male,Bhutan,commercial,,Negative,
Facebook,63322183-dc18-4abb-9a72-4f931d0ee3bd,Link,Until property evening program environment owner you.,01/09/2022 11:15:33,282,96,140,3980,2908,17.81,19,Female,Bouvet Island (Bouvetoya),collection,,,
Instagram,93dc14ac-3c9b-429a-97c9-0db4cfcfe9f9,Video,Admit tough lose head black watch.,12/16/2023 20:25:03,507,401,110,1544,4035,25.23,64,Female,Turkmenistan,door,,Neutral,
Twitter,39cb6243-935e-4b02-b67e-4c8f91f59cb5,Video,Agree break indicate real.,12/30/2023 10:25:53,373,268,109,6397,4165,18.01,32,Female,Romania,girl,,Negative,
Instagram,10458bc0-9cd1-409e-8098-bcb994db9009,Image,Marriage our stock glass general drive before.,03/19/2021 20:37:11,801,413,17,2436,4527,27.19,36,Female,Sao Tome and Principe,lead,,Positive,
Instagram,9cd04657-9a60-49de-bdbe-64a7b6750e02,Video,Morning possible election realize much.,03/24/2022 02:47:13,166,297,134,9781,2301,25.95,38,Male,South Georgia and the South Sandwich Islands,half,d3b0250c-6247-4a2c-8577-4c97ebf901e3,Negative,
LinkedIn,30eb5d07-e13d-43b2-9e42-4edea246fa74,Video,Better land ten bank media learn.,01/25/2023 09:31:11,91,268,30,8664,2042,19.05,39,Male,Bahrain,turn,,,
Instagram,d635eb2a-497c-4026-a0ec-4430ab04572b,Link,Card media like television employee big only.,11/01/2022 14:34:04,854,488,62,7018,4663,30.11,62,Male,Lebanon,model,,Neutral,
Facebook,aac64f13-2ddc-4ba2-b56f-58c94c07a8ed,Image,Shake usually international contain news week.,11/25/2021 15:00:08,798,70,181,1744,4339,24.18,58,Male,Cameroon,forget,,,
Facebook,7e289c97-840c-4096-95d4-d207c0a183e5,Video,Perhaps edge this price cover while before yourself.,10/10/2022 10:21:10,943,368,139,8970,3756,38.6,46,Female,Reunion,edge,,Negative,c122d625-6c3e-47d1-8355-ffad3be62f66
Instagram,0ade7dd4-8481-4bd5-8c0a-e976eb4983b4,Video,Last man manage reason peace strategy change necessary.,03/06/2022 02:45:01,855,195,162,7263,2545,47.62,45,Female,Australia,culture,,Negative,
Twitter,e9c8ef7c-c00c-45b4-bb8c-e264292b353f,Image,Skill hair plant source series indicate.,09/13/2022 02:09:03,757,436,74,2578,1524,83.14,52,Female,Russian Federation,parent,,Neutral,
Facebook,353685dc-096e-4cf4-b462-4d85d8c78840,Video,Situation recently thought certainly country arrive material.,03/11/2023 20:32:36,759,355,24,3030,4982,22.84,50,Female,Saint Martin,effect,,,
Twitter,a15ac83e-ecd1-4838-b510-6be673722673,Link,Sea church pay memory discussion.,10/16/2021 19:59:29,351,500,154,2208,4455,22.56,59,Other,Tuvalu,their,355012af-74f0-4c45-9a8d-afd0114652c7,Positive,
LinkedIn,c762a512-1d9c-4876-864f-0668748dccfb,Video,New very college.,12/16/2021 05:28:02,82,224,54,9332,2047,17.59,60,Male,Iceland,show,,Neutral,
Facebook,6ede61a6-55f3-46cf-abae-3cd87b0048c3,Video,But debate seat buy year study exactly.,09/04/2022 20:45:27,64,352,110,6969,4462,11.79,55,Female,Tokelau,plant,e40d32ea-2fa4-43a4-b8ab-e0b1f8407677,Negative,
Facebook,9e954e9a-9b09-4fc2-b629-7f5de7ba8092,Image,Speech expect debate specific break bill clearly thus.,03/09/2023 03:42:32,415,163,133,3313,3814,18.64,36,Male,Maldives,million,30eed587-f3f8-4ce5-901d-9a83f00247b9,Neutral,
Instagram,d66e4a9d-d7a1-44c2-a8b9-6a3f0d6e2eca,Image,Appear window air indicate.,02/24/2024 00:51:50,772,63,131,8294,3040,31.78,21,Female,Belarus,yet,,Positive,
Facebook,43564513-99ca-4e6d-9c5d-7c617ec956eb,Video,Everything range protect son.,09/14/2023 19:55:07,471,83,143,8731,3253,21.43,65,Female,Finland,leader,,,
Twitter,a3425fbc-985c-4270-be9c-a28e0ff507c4,Video,Woman side write participant firm I field money.,05/24/2022 12:46:02,33,418,90,8643,1726,31.34,42,Female,Greece,space,,,
Instagram,da52b62e-d7bd-4960-9877-4550b0761399,Video,Dinner lose tough this network.,01/10/2023 12:34:07,449,368,80,5779,1956,45.86,31,Male,El Salvador,table,,,
Instagram,551159f5-a631-4f20-90ef-0a232e8c2707,Link,Off few other movement better.,07/21/2022 18:39:01,905,68,122,2229,3916,27.96,36,Female,Switzerland,television,,Positive,
LinkedIn,941f62a1-4023-409c-86e3-e69ec5b2dee7,Image,Role always various support.,05/16/2023 03:49:57,846,231,2,9972,4623,23.34,63,Male,Ireland,school,,Negative,
Instagram,7498e1ba-c412-4793-800a-4d14d70c9f3f,Image,Successful doctor cover.,02/12/2023 03:08:43,216,376,163,9888,2656,28.43,49,Female,Tuvalu,central,,,
Twitter,e4522a58-fb46-4f9d-9b3a-15b2813511e2,Image,Happy cultural shake left law.,12/28/2022 02:38:16,955,459,163,2126,4904,32.16,58,Male,Iran,personal,,,
Twitter,acbab1a4-a1b8-477f-99f0-423852ee7d2b,Link,Character stage result opportunity name claim.,11/10/2022 05:54:49,590,110,154,9335,3986,21.42,47,Male,Hungary,wrong,,,
Facebook,38b52e10-3f5b-4176-81e6-d3339e821d44,Link,Too that season fast help remain.,04/05/2022 14:56:58,350,216,166,3139,3185,22.98,40,Female,Netherlands,available,,,
Facebook,2887071e-78ec-47a6-aeb2-1bc0df2d0cc0,Video,This charge feel human.,03/30/2022 07:41:57,855,248,77,3091,4821,24.48,50,Female,Uzbekistan,job,,,
Twitter,038f7469-4918-46bf-a3ba-5641e7405cf3,Link,Its deep fish mission break remember water.,11/11/2023 12:45:17,790,379,173,6632,915,146.67,31,Female,Nigeria,relate,,Neutral,
Facebook,d2d37f50-ca7e-4a73-a7f8-6df5a91c36e2,Video,Share treatment same memory.,05/17/2022 08:13:11,818,443,192,1698,4720,30.78,46,Other,Tajikistan,by,,,
Facebook,cb441e82-2bda-4867-85df-356e3303a09d,Link,Evening call want TV treatment animal impact culture.,09/03/2021 23:58:46,869,223,31,4136,4371,25.69,24,Male,Svalbard & Jan Mayen Islands,pattern,,Positive,
Twitter,96e2967b-1b26-4eb7-aee1-cd1a4ece96fe,Video,Read civil time live billion upon.,04/07/2022 01:29:14,26,114,168,8281,654,47.09,65,Female,Antigua and Barbuda,series,,Positive,
Twitter,7ca6f585-c7e0-4026-b76e-0f820844dd6e,Image,A his example edge.,05/14/2023 15:58:58,337,111,8,8782,2155,21.16,33,Other,North Macedonia,care,,,
Twitter,3218a6f7-0713-4129-9c65-9ce8fde560f7,Image,Board authority describe window before least.,04/10/2023 19:32:21,396,287,200,8163,806,109.55,57,Female,Comoros,test,,Positive,
Twitter,3c1232b7-bf74-4cee-b1e8-731a14864481,Image,Game return out town.,07/25/2022 06:39:29,349,176,188,4742,3434,20.76,63,Male,Morocco,north,,Negative,c06c4586-ad60-4601-92c8-822420662b01
Facebook,775237f2-d1cd-4f0e-9695-2071a4b544b0,Video,Sure level hour business.,05/01/2021 03:07:28,564,346,2,8854,2269,40.19,35,Male,Nicaragua,board,a20a4b11-ecc9-4759-b4ea-59d91b1562c6,Negative,
LinkedIn,1b174ae6-a84a-4d38-89e3-d6fd474e740d,Link,Some late yourself one conference town.,03/18/2022 08:08:15,585,87,69,8346,2420,30.62,61,Male,Algeria,few,0c774adb-ace9-4d4f-801a-ba7e47053c1b,Negative,
Facebook,2d89f44b-31f0-4016-9904-73f8c514b879,Link,Cell way top eye night.,04/12/2022 05:58:10,644,424,26,2812,4697,23.29,43,Male,Australia,which,,,
Instagram,c86c323e-dbb0-4aa9-bb36-339ce4ca4c71,Video,Remember employee hundred follow.,11/20/2023 03:50:08,609,495,79,7219,4263,27.75,47,Female,Mauritania,school,,Neutral,
Instagram,3e0807eb-af8d-4947-8dbc-87d3c43c6989,Video,Middle student dinner end find bed difficult.,12/26/2021 23:35:10,881,275,185,9319,4315,31.08,44,Male,Algeria,lot,aad5f0e2-2440-4a56-b351-825a228bc365,,
LinkedIn,a675f112-bdf6-46bd-916b-5968cff8c1c2,Link,Scientist institution gun almost.,05/17/2021 10:48:01,777,321,95,4140,4868,24.51,50,Female,Anguilla,structure,a69c6343-5f54-48e1-b784-eee0c9969866,Neutral,
LinkedIn,7dff3920-b941-4e96-b316-c3670064d5fc,Link,His pretty green.,03/09/2023 07:04:42,733,194,66,5446,1906,52.1,55,Other,Colombia,agreement,,,
LinkedIn,4c57197b-d06f-4860-8879-18386b16fd39,Image,Bag if movie laugh response me player.,04/10/2023 22:32:23,282,7,131,8907,4645,9.04,37,Female,Yemen,reveal,,Negative,
Instagram,638f8b18-26b9-4512-929f-e88224ba9490,Video,Experience left hope interest size.,06/29/2023 14:40:51,41,347,99,8019,4874,9.99,64,Other,Jersey,tell,74b620f7-3928-4f19-9da8-6f38d1292fbf,,
LinkedIn,769013c9-a61b-4128-ad90-8c2571326cdb,Image,Remember sense red treat.,08/24/2021 23:56:56,858,82,17,1663,2268,42.2,39,Female,Panama,floor,de20e322-9b20-4936-bb1a-13f7e685d1a8,Negative,
LinkedIn,ff255da8-95dd-4e92-99f5-1c535b514315,Image,Board shake yes audience respond bag able good.,05/12/2022 11:10:39,909,98,120,6601,4218,26.72,65,Female,Holy See (Vatican City State),southern,,Neutral,
Twitter,7ffe2d38-2b6e-4bd0-af98-54d199e42d9c,Image,Situation trade lose air.,07/09/2021 02:03:36,881,438,94,3808,710,199.01,61,Female,Hungary,family,,,
Instagram,ff6dc843-c082-4fb4-ab80-f461f8f8af17,Image,Local upon property administration bit change career.,02/10/2022 04:01:59,180,59,50,3793,4254,6.79,37,Female,Solomon Islands,board,81736d5a-9871-42c4-8262-4bed68016cdf,Neutral,
LinkedIn,ae5993a7-06ac-4cbc-a621-8fcb1a142146,Image,Election may statement officer.,04/01/2021 16:28:11,735,33,103,9796,3881,22.44,63,Female,Denmark,require,,Neutral,
Twitter,7c0e3999-2d72-4d60-9adb-023acbe7c625,Link,Sing newspaper third oil sister buy ago.,01/11/2022 01:43:50,169,238,195,3729,1115,53.99,63,Other,Jamaica,operation,,,
LinkedIn,b224d3eb-642e-417d-a84b-2f26d642adb1,Link,Say into positive gas next teach.,04/11/2023 13:51:59,936,315,53,3999,1205,108.22,52,Other,Nauru,such,,Positive,
Facebook,b8517d19-e128-41da-9483-642f413cdfd4,Image,Avoid history matter create.,11/02/2021 05:30:27,32,245,88,3641,4636,7.87,52,Male,Guinea,ball,,Neutral,
Facebook,7875ff4e-628b-480c-a024-b79c756050fe,Video,Prove their popular sometimes second.,10/14/2021 05:03:11,628,115,58,1480,4537,17.65,37,Other,Maldives,easy,d3183359-be53-43e7-9f07-4540efd3902e,Neutral,
Twitter,88c93448-ea46-4517-95b9-c7ff5a293b6d,Link,What join life everybody example such certain.,06/16/2022 14:54:04,815,89,126,9195,976,105.53,52,Male,Greece,someone,,Neutral,
LinkedIn,78e962e6-06ea-486a-81b8-26afb7f8bde8,Video,Energy along why change.,12/27/2021 06:08:03,433,221,61,8541,883,80.97,54,Female,French Guiana,training,,Negative,
Twitter,69b470db-cc19-41be-b49e-e0afc608e9a9,Image,Agent foot class realize.,09/14/2023 09:08:01,685,302,185,7816,1493,78.5,30,Female,Barbados,pattern,,,
LinkedIn,4b4376af-6023-4aad-9b0e-1afb5d5a2615,Image,Give town capital month.,07/02/2021 11:14:39,586,139,153,8925,2348,37.39,53,Male,Cambodia,possible,,Positive,
Instagram,88ec8710-2337-462b-8a8d-039fc61e39b5,Image,Third almost difficult young new process hair.,06/27/2023 20:40:34,491,340,183,5373,1952,51.95,51,Male,Greenland,late,,Neutral,a5a9e997-1d4b-47e6-bced-8fa4c0c568d5
Twitter,1ec09e00-63be-485e-8925-f85f7a2743ba,Image,Beat by to performance positive.,10/01/2022 01:53:03,764,167,76,9138,3908,25.77,52,Other,Uzbekistan,audience,,,37de78a9-f0b0-496f-922b-3ce71e51e1ae
Instagram,a44f1184-653d-42dc-978f-cb94692b675a,Link,Machine four gun sell listen child.,11/09/2023 06:01:37,976,63,40,7069,2291,47.1,56,Other,British Indian Ocean Territory (Chagos Archipelago),effect,1b707d2b-11ec-4b14-bfc5-ab898ce9b177,,
Instagram,d9dceb00-8fd2-4909-bdbe-bafedaf348af,Video,Movie fact I today man cover.,04/17/2021 08:18:39,372,471,199,4390,2246,46.39,56,Other,Tajikistan,society,,,
Instagram,28487395-d1fa-40d8-b38a-683b4fdac72d,Link,Mr nothing father until mouth look PM.,05/04/2021 17:50:51,497,126,184,2728,1099,73.43,18,Female,Cocos (Keeling) Islands,push,,,
Facebook,9e76d543-e252-4474-a885-076bc72c3f50,Link,Home over conference response increase school course.,06/20/2021 05:47:17,428,462,128,8611,1984,51.31,37,Male,Tajikistan,country,,,
Twitter,f4b80e24-0fb9-44a7-9f69-f33bca6c4102,Image,Increase say effect can trip most value.,12/19/2022 15:14:17,489,415,74,8232,1714,57.06,34,Male,Ukraine,idea,,Positive,
Facebook,21162ba8-f7d0-433f-a0bb-a1d16beb2889,Video,West under challenge.,02/22/2022 14:43:01,456,395,171,2416,3397,30.09,20,Female,Brazil,natural,,,9cbc3287-fd90-4579-901b-baa44bae44fd
LinkedIn,da7170cd-88a8-4b76-9ad6-7d313c243a1e,Link,Point worry few why test easy property.,04/23/2023 13:49:32,470,86,146,5221,2797,25.1,61,Male,Tanzania,into,b0f79436-ca21-4975-bf93-acaa9c34930d,,
Facebook,4083a980-1fb9-4b02-b60c-860e12c2f7af,Link,Care share if.,03/27/2022 19:37:15,380,19,77,2179,1446,32.92,63,Other,Christmas Island,would,,Positive,
Facebook,9f7416db-eedb-4071-bd8e-956e438b00ff,Image,Stay spend window.,09/12/2021 20:38:13,89,415,190,9951,3628,19.13,40,Male,Malta,indicate,,Negative,
Instagram,552bf0f9-58b1-40b2-9e27-9a3e31aa64ca,Link,Exist cause herself campaign attention.,11/12/2021 19:43:49,609,218,157,2224,2421,40.64,30,Female,Serbia,into,d90962e4-effa-47d6-a0ea-abe8b141e37f,Negative,
Twitter,c510ee09-fbf4-458e-b0d1-d918e32594fe,Video,Almost national wonder prepare section.,02/15/2022 21:34:40,608,19,182,8749,866,93.42,60,Female,Namibia,consider,,,
LinkedIn,371e3415-4353-4efa-bc3e-84bb4cc30cda,Image,Across into free.,09/14/2023 05:56:14,731,90,54,8635,4367,20.04,54,Female,Zimbabwe,rule,,Negative,
Facebook,d52b6919-69ac-4477-b90d-fecfeb1a8f07,Link,Pick area get page meeting.,04/01/2022 09:44:51,645,421,105,7756,1231,95.13,24,Other,French Southern Territories,country,,,
LinkedIn,d9cb2cb6-26b3-43dd-933f-2ceb77128473,Link,So suddenly attorney majority.,08/26/2022 12:30:36,79,431,189,5737,4717,14.82,31,Female,San Marino,behavior,d73e779b-972d-438f-a0af-5f43435d5d00,,959a4736-611c-4c35-9590-99ca7f8f5437
Facebook,3d1b21e0-c0c6-48cb-b731-4bff572dce24,Link,West success attention must laugh seat.,04/11/2021 21:12:11,126,397,76,4530,3434,17.44,51,Male,Cambodia,gun,,,
Instagram,3e9abfe5-be84-4fb2-8e40-6cf6adc5ac95,Link,Operation card worry into college.,12/24/2023 02:04:34,779,135,188,5225,2718,40.54,20,Male,Colombia,measure,,Negative,8c6dce4b-6883-447e-8d49-bbc460d742ab
Instagram,860b5a04-34fa-42e6-a628-da565f67f90f,Image,Act once investment available.,03/30/2022 10:04:21,753,85,1,9034,2471,33.95,39,Other,Greenland,outside,,,
Instagram,fc906a3d-815a-494d-8f38-3c6bd08bec95,Link,None figure successful imagine network rise ok.,04/20/2021 10:31:44,635,144,138,2628,2393,38.32,22,Male,Lesotho,with,1660d29d-7d9e-4ec9-8c38-fd1ac5cbbdaf,Neutral,
Twitter,1cc42830-0c5d-45f0-ab00-4b04cb5f75be,Video,With approach participant must determine history learn.,04/01/2022 07:52:14,324,286,146,3695,3446,21.94,65,Other,Qatar,sort,,,
Instagram,e5e4c987-9f3b-420e-8c9d-1de494adbbf9,Video,Sometimes large those live.,08/06/2021 13:41:31,584,189,173,9091,1216,77.8,39,Male,Christmas Island,thousand,9fad2f7d-01a8-4a18-b525-86fa889b4aea,,
Instagram,b10a3c3d-26b6-45b9-83b9-4c301332289f,Image,Million later note take control.,09/07/2023 02:39:21,832,427,139,9106,3873,36.1,45,Female,Guatemala,throughout,,,
Instagram,40c0be2c-69ec-4471-aef9-1a2bb22114ad,Video,Early also both.,10/07/2021 03:26:11,577,436,32,1883,1153,90.63,30,Female,Gibraltar,sound,,Neutral,
Twitter,2c1a58f8-5b09-4151-b0de-fbbe602c2860,Video,Although child them thank.,07/10/2023 04:46:00,225,443,21,7756,3926,17.55,50,Male,India,before,,,
Facebook,a49fb418-1992-45d3-b902-894fc7fa9db3,Link,Would after reveal operation eye.,05/09/2021 12:05:39,391,248,97,7759,2197,33.5,50,Female,Belarus,rather,89d5ce72-c427-4e06-adb3-d6c60ebf248a,Neutral,
Facebook,bf62180f-6404-4b52-ab00-f8e6ac76ec1c,Link,Man series member ever car.,05/17/2021 13:25:30,350,43,133,2760,1076,48.88,60,Other,Czech Republic,hot,,Neutral,
LinkedIn,04888bd1-bdda-41e4-94f6-b39e9efd5fd9,Link,Main can study field bit opportunity.,09/20/2021 18:39:58,4,392,68,7781,4938,9.4,64,Female,Korea,star,,,
Instagram,d8b14fba-5008-48a2-95f2-7ea98b3f0995,Video,Marriage federal view bag rest hospital.,11/30/2022 12:00:43,452,399,179,8689,3826,26.92,34,Male,Nicaragua,study,,,
LinkedIn,58e68832-0bb9-4850-84bd-3c211758c018,Image,Truth bring follow.,10/05/2023 05:15:33,987,39,163,2061,4305,27.62,47,Other,Seychelles,ok,680d877d-bad3-4a49-84fc-60d584db0037,Positive,
